Model,Scope,Discount,Year,SCC
FUND,Global,0.05,2027,24.92192221
FUND,Global,0.025,2027,35.14869365
FUND,Global,0.03,2027,37.26252591
FUND,Global,0.05,2027,28.00187313
FUND,Global,0.025,2027,34.43328452
FUND,Global,0.03,2027,34.05016662
FUND,Global,0.05,2027,25.76867305
FUND,Global,0.025,2027,33.6795174
FUND,Global,0.03,2027,32.63819654
FUND,Global,0.05,2027,29.36326763
FUND,Global,0.025,2027,37.81775785
FUND,Global,0.03,2027,33.05171728
FUND,Global,0.05,2027,25.54830483
FUND,Global,0.025,2027,33.72666772
FUND,Global,0.03,2027,33.95992263
FUND,Global,0.05,2027,23.13572856
FUND,Global,0.025,2027,31.15122538
FUND,Global,0.03,2027,30.15624281
FUND,Global,0.05,2027,24.49658934
FUND,Global,0.025,2027,34.00419705
FUND,Global,0.03,2027,33.37507169
FUND,Global,0.05,2027,25.65415212
FUND,Global,0.025,2027,33.31663752
FUND,Global,0.03,2027,36.79261357
FUND,Global,0.05,2027,27.18990912
FUND,Global,0.025,2027,36.35912168
FUND,Global,0.03,2027,30.83012431
FUND,Global,0.05,2027,29.30350081
FUND,Global,0.025,2027,32.482555
FUND,Global,0.03,2027,29.85010165
FUND,Global,0.05,2027,24.10510131
FUND,Global,0.025,2027,33.87649478
FUND,Global,0.03,2027,34.06393395
FUND,Global,0.05,2027,26.462162
FUND,Global,0.025,2027,37.41134443
FUND,Global,0.03,2027,33.53049221
FUND,Global,0.05,2027,27.89629397
FUND,Global,0.025,2027,31.80013249
FUND,Global,0.03,2027,32.03114039
FUND,Global,0.05,2027,26.31116357
FUND,Global,0.025,2027,35.52051883
FUND,Global,0.03,2027,34.53869177
FUND,Global,0.05,2027,25.49375101
FUND,Global,0.025,2027,31.37767707
FUND,Global,0.03,2027,34.14890472
FUND,Global,0.05,2027,26.03068502
FUND,Global,0.025,2027,31.49275019
FUND,Global,0.03,2027,32.98912776
FUND,Global,0.05,2027,27.51026277
FUND,Global,0.025,2027,33.40340134
FUND,Global,0.03,2027,32.2469793
FUND,Global,0.05,2027,25.22408536
FUND,Global,0.025,2027,29.19412616
FUND,Global,0.03,2027,33.77689228
FUND,Global,0.05,2027,25.16775114
FUND,Global,0.025,2027,35.49564718
FUND,Global,0.03,2027,34.06750726
FUND,Global,0.05,2027,23.02832662
FUND,Global,0.025,2027,33.71959027
FUND,Global,0.03,2027,32.89074567
FUND,Global,0.05,2027,25.09596732
FUND,Global,0.025,2027,35.62195617
FUND,Global,0.03,2027,34.35100248
FUND,Global,0.05,2027,28.01130105
FUND,Global,0.025,2027,37.04545655
FUND,Global,0.03,2027,32.17146583
FUND,Global,0.05,2027,27.49293758
FUND,Global,0.025,2027,30.42564374
FUND,Global,0.03,2027,32.13878027
FUND,Global,0.05,2027,27.44276811
FUND,Global,0.025,2027,35.15986371
FUND,Global,0.03,2027,35.01586006
FUND,Global,0.05,2027,28.2439822
FUND,Global,0.025,2027,37.0600732
FUND,Global,0.03,2027,34.44560985
FUND,Global,0.05,2027,28.58217132
FUND,Global,0.025,2027,31.49259848
FUND,Global,0.03,2027,32.60212349
FUND,Global,0.05,2027,27.81214767
FUND,Global,0.025,2027,32.10852002
FUND,Global,0.03,2027,32.30282018
FUND,Global,0.05,2027,23.78247142
FUND,Global,0.025,2027,34.73616395
FUND,Global,0.03,2027,36.69212417
FUND,Global,0.05,2027,27.48946912
FUND,Global,0.025,2027,33.04601391
FUND,Global,0.03,2027,31.79531296
FUND,Global,0.05,2027,26.73131273
FUND,Global,0.025,2027,33.7399457
FUND,Global,0.03,2027,32.98499039
FUND,Global,0.05,2027,27.29519452
FUND,Global,0.025,2027,34.87074976
FUND,Global,0.03,2027,35.02478946
FUND,Global,0.05,2027,26.09747317
FUND,Global,0.025,2027,34.7826104
FUND,Global,0.03,2027,31.36233161
FUND,Global,0.05,2027,26.18796201
FUND,Global,0.025,2027,34.69090631
FUND,Global,0.03,2027,30.29744922
FUND,Global,0.05,2027,25.72308283
FUND,Global,0.025,2027,35.45483346
FUND,Global,0.03,2027,32.50509452
FUND,Global,0.05,2027,23.52187595
FUND,Global,0.025,2027,31.55019516
FUND,Global,0.03,2027,32.30707082
FUND,Global,0.05,2027,22.86957102
FUND,Global,0.025,2027,34.60442967
FUND,Global,0.03,2027,31.53864486
FUND,Global,0.05,2027,23.9324619
FUND,Global,0.025,2027,36.44610881
FUND,Global,0.03,2027,37.20532069
FUND,Global,0.05,2027,27.08616269
FUND,Global,0.025,2027,31.67504496
FUND,Global,0.03,2027,32.82313813
FUND,Global,0.05,2027,24.95773942
FUND,Global,0.025,2027,34.59272656
FUND,Global,0.03,2027,33.07368885
FUND,Global,0.05,2027,26.83471463
FUND,Global,0.025,2028,33.23572897
FUND,Global,0.03,2028,29.43521559
FUND,Global,0.05,2028,26.78622913
FUND,Global,0.025,2028,35.97854975
FUND,Global,0.03,2028,34.84644799
FUND,Global,0.05,2028,29.77986329
FUND,Global,0.025,2028,36.29083325
FUND,Global,0.03,2028,36.62155358
FUND,Global,0.05,2028,28.00140021
FUND,Global,0.025,2028,33.34307499
FUND,Global,0.03,2028,31.7278307
FUND,Global,0.05,2028,27.97004822
FUND,Global,0.025,2028,33.10394233
FUND,Global,0.03,2028,35.92037755
FUND,Global,0.05,2028,29.48448767
FUND,Global,0.025,2028,34.03586979
FUND,Global,0.03,2028,30.69434111
FUND,Global,0.05,2028,26.24445675
FUND,Global,0.025,2028,34.94895699
FUND,Global,0.03,2028,32.14647219
FUND,Global,0.05,2028,28.79880536
FUND,Global,0.025,2028,36.09881262
FUND,Global,0.03,2028,32.75953188
FUND,Global,0.05,2028,26.12946346
FUND,Global,0.025,2028,34.78066016
FUND,Global,0.03,2028,30.84154459
FUND,Global,0.05,2028,26.88161112
FUND,Global,0.025,2028,32.56024236
FUND,Global,0.03,2028,33.99049412
FUND,Global,0.05,2028,30.58286724
FUND,Global,0.025,2028,32.09086985
FUND,Global,0.03,2028,36.38564022
FUND,Global,0.05,2028,27.5813575
FUND,Global,0.025,2028,38.87458535
FUND,Global,0.03,2028,34.02145759
FUND,Global,0.05,2028,26.60404619
FUND,Global,0.025,2028,36.32680799
FUND,Global,0.03,2028,32.52736038
FUND,Global,0.05,2028,26.56453484
FUND,Global,0.025,2028,34.70034576
FUND,Global,0.03,2028,34.40136273
FUND,Global,0.05,2028,26.55003703
FUND,Global,0.025,2028,34.99810153
FUND,Global,0.03,2028,33.07658492
FUND,Global,0.05,2028,26.59100588
FUND,Global,0.025,2028,35.05321183
FUND,Global,0.03,2028,35.25516582
FUND,Global,0.05,2028,28.54811698
FUND,Global,0.025,2028,38.10685853
FUND,Global,0.03,2028,36.51144891
FUND,Global,0.05,2028,27.80696297
FUND,Global,0.025,2028,32.61888753
FUND,Global,0.03,2028,35.28654292
FUND,Global,0.05,2028,27.54074845
FUND,Global,0.025,2028,35.26994213
FUND,Global,0.03,2028,31.95421006
FUND,Global,0.05,2028,27.70597767
FUND,Global,0.025,2028,34.76173485
FUND,Global,0.03,2028,38.06289706
FUND,Global,0.05,2028,28.31009354
FUND,Global,0.025,2028,36.40804516
FUND,Global,0.03,2028,33.16077883
FUND,Global,0.05,2028,28.72114182
FUND,Global,0.025,2028,35.99320487
FUND,Global,0.03,2028,31.74624812
FUND,Global,0.05,2028,28.50680878
FUND,Global,0.025,2028,36.06529237
FUND,Global,0.03,2028,30.8473882
FUND,Global,0.05,2028,23.09732077
FUND,Global,0.025,2028,32.66955331
FUND,Global,0.03,2028,35.57111905
FUND,Global,0.05,2028,26.7462508
FUND,Global,0.025,2028,33.83402345
FUND,Global,0.03,2028,37.9885137
FUND,Global,0.05,2028,27.84300192
FUND,Global,0.025,2028,34.02716197
FUND,Global,0.03,2028,33.42259433
FUND,Global,0.05,2028,25.54348262
FUND,Global,0.025,2028,37.97123805
FUND,Global,0.03,2028,32.52509481
FUND,Global,0.05,2028,28.50566776
FUND,Global,0.025,2028,35.42078625
FUND,Global,0.03,2028,34.55630029
FUND,Global,0.05,2028,28.07177397
FUND,Global,0.025,2028,33.36060304
FUND,Global,0.03,2028,36.23961859
FUND,Global,0.05,2028,28.29050359
FUND,Global,0.025,2028,35.87278447
FUND,Global,0.03,2028,33.7392531
FUND,Global,0.05,2028,29.0313128
FUND,Global,0.025,2028,34.18125961
FUND,Global,0.03,2028,36.0516923
FUND,Global,0.05,2028,28.78365348
FUND,Global,0.025,2028,31.29237325
FUND,Global,0.03,2028,37.64270531
FUND,Global,0.05,2028,28.38402519
FUND,Global,0.025,2028,35.10583839
FUND,Global,0.03,2028,37.65903988
FUND,Global,0.05,2028,26.7701065
FUND,Global,0.025,2028,34.77969845
FUND,Global,0.03,2028,33.99978914
FUND,Global,0.05,2028,25.24491717
FUND,Global,0.025,2028,35.73843223
FUND,Global,0.03,2028,35.95207655
FUND,Global,0.05,2028,29.21591989
FUND,Global,0.025,2028,33.75704625
FUND,Global,0.03,2028,33.13004774
FUND,Global,0.05,2028,27.59867678
FUND,Global,0.025,2028,33.20175901
FUND,Global,0.03,2028,33.58879116
FUND,Global,0.05,2028,25.51186443
FUND,Global,0.025,2028,34.26429014
FUND,Global,0.03,2028,34.61377731
FUND,Global,0.05,2028,24.67996048
FUND,Global,0.025,2028,36.85823184
FUND,Global,0.03,2028,34.36553795
FUND,Global,0.05,2028,26.69731608
FUND,Global,0.025,2028,34.01284479
FUND,Global,0.03,2028,32.39365947
FUND,Global,0.05,2028,25.75283276
FUND,Global,0.025,2028,31.95378169
FUND,Global,0.03,2028,36.98399462
FUND,Global,0.05,2028,25.78837288
FUND,Global,0.025,2028,31.79197328
FUND,Global,0.03,2028,35.70765004
FUND,Global,0.05,2028,25.73823863
FUND,Global,0.025,2028,35.49460833
FUND,Global,0.03,2028,33.10808075
FUND,Global,0.05,2028,29.13548514
FUND,Global,0.025,2028,38.99459063
FUND,Global,0.03,2028,36.02299973
FUND,Global,0.05,2028,26.16271537
FUND,Global,0.025,2028,35.31665127
FUND,Global,0.03,2028,34.9772724
FUND,Global,0.05,2028,25.20431751
FUND,Global,0.025,2028,34.80007545
FUND,Global,0.03,2028,36.77797577
FUND,Global,0.05,2028,26.77931492
FUND,Global,0.025,2028,31.57633693
FUND,Global,0.03,2028,32.69161686
FUND,Global,0.05,2028,28.27403037
FUND,Global,0.025,2028,34.8379317
FUND,Global,0.03,2028,33.4782154
FUND,Global,0.05,2028,24.06062431
FUND,Global,0.025,2028,37.18789728
FUND,Global,0.03,2028,32.95877312
FUND,Global,0.05,2028,28.33679961
FUND,Global,0.025,2028,36.1763289
FUND,Global,0.03,2028,35.82727948
FUND,Global,0.05,2028,29.05493425
FUND,Global,0.025,2028,38.43737511
FUND,Global,0.03,2028,32.51807491
FUND,Global,0.05,2028,28.80307312
FUND,Global,0.025,2028,34.26865487
FUND,Global,0.03,2028,33.81200485
FUND,Global,0.05,2028,26.86700151
FUND,Global,0.025,2028,33.28036977
FUND,Global,0.03,2028,30.92540455
FUND,Global,0.05,2028,30.45817031
FUND,Global,0.025,2028,33.22371023
FUND,Global,0.03,2028,36.41285626
FUND,Global,0.05,2028,28.50713245
FUND,Global,0.025,2028,29.27255907
FUND,Global,0.03,2028,34.11044844
FUND,Global,0.05,2028,23.18127374
FUND,Global,0.025,2028,32.83481016
FUND,Global,0.03,2028,35.09409188
FUND,Global,0.05,2028,26.75084621
FUND,Global,0.025,2028,32.49100573
FUND,Global,0.03,2028,35.34376867
FUND,Global,0.05,2028,28.15198274
FUND,Global,0.025,2028,34.93429572
FUND,Global,0.03,2028,33.81389503
FUND,Global,0.05,2028,26.88927838
FUND,Global,0.025,2028,35.12611911
FUND,Global,0.03,2028,33.29774188
FUND,Global,0.05,2028,27.75313134
FUND,Global,0.025,2028,34.79860698
FUND,Global,0.03,2028,32.99946269
FUND,Global,0.05,2028,29.62513386
FUND,Global,0.025,2028,35.78483199
FUND,Global,0.03,2028,31.95797512
FUND,Global,0.05,2028,27.40272549
FUND,Global,0.025,2028,35.63973697
FUND,Global,0.03,2028,36.96526765
FUND,Global,0.05,2028,26.76820063
FUND,Global,0.025,2028,33.75399799
FUND,Global,0.03,2028,32.8603965
FUND,Global,0.05,2028,27.25119739
FUND,Global,0.025,2028,35.99860325
FUND,Global,0.03,2028,31.66053945
FUND,Global,0.05,2028,26.2934139
FUND,Global,0.025,2028,38.22640944
FUND,Global,0.03,2028,36.38473447
FUND,Global,0.05,2028,27.83401065
FUND,Global,0.025,2028,34.56535806
FUND,Global,0.03,2028,36.29812831
FUND,Global,0.05,2028,27.79889276
FUND,Global,0.025,2028,33.25682507
FUND,Global,0.03,2028,36.88850006
FUND,Global,0.05,2028,28.21526064
FUND,Global,0.025,2028,32.78069926
FUND,Global,0.03,2028,34.13000726
FUND,Global,0.05,2028,24.7630814
FUND,Global,0.025,2028,35.97800016
FUND,Global,0.03,2028,30.34809385
FUND,Global,0.05,2028,26.47801541
FUND,Global,0.025,2028,35.05861535
FUND,Global,0.03,2028,36.33704472
FUND,Global,0.05,2028,23.41382293
FUND,Global,0.025,2028,34.11074352
FUND,Global,0.03,2028,36.23729809
FUND,Global,0.05,2028,28.09219351
FUND,Global,0.025,2028,36.51181276
FUND,Global,0.03,2028,35.47121149
FUND,Global,0.05,2028,27.2927688
FUND,Global,0.025,2028,38.96210032
FUND,Global,0.03,2028,36.72245381
FUND,Global,0.05,2028,29.47936888
FUND,Global,0.025,2028,38.06308979
FUND,Global,0.03,2028,34.53572993
FUND,Global,0.05,2028,25.67043469
FUND,Global,0.025,2028,32.96629142
FUND,Global,0.03,2028,35.13726708
FUND,Global,0.05,2028,28.81505239
FUND,Global,0.025,2028,34.93139313
FUND,Global,0.03,2028,31.69499004
FUND,Global,0.05,2028,27.74047176
FUND,Global,0.025,2028,34.6796313
FUND,Global,0.03,2028,35.32713093
FUND,Global,0.05,2028,28.14991033
FUND,Global,0.025,2028,33.98704828
FUND,Global,0.03,2028,35.55208634
FUND,Global,0.05,2028,28.09578032
FUND,Global,0.025,2028,38.55494777
FUND,Global,0.03,2028,35.96408819
FUND,Global,0.05,2028,26.65059166
FUND,Global,0.025,2028,33.99554284
FUND,Global,0.03,2028,33.75207077
FUND,Global,0.05,2028,30.12392035
FUND,Global,0.025,2028,35.35634746
FUND,Global,0.03,2028,32.0539249
FUND,Global,0.05,2028,28.36389435
FUND,Global,0.025,2028,33.75324858
FUND,Global,0.03,2028,31.44935609
FUND,Global,0.05,2028,29.47222525
FUND,Global,0.025,2028,35.63059184
FUND,Global,0.03,2028,32.43055838
FUND,Global,0.05,2028,26.01898141
FUND,Global,0.025,2028,32.30762229
FUND,Global,0.03,2028,37.23884582
FUND,Global,0.05,2028,27.21718665
FUND,Global,0.025,2028,33.13850346
FUND,Global,0.03,2028,33.88395543
FUND,Global,0.05,2028,24.87812654
FUND,Global,0.025,2028,34.54027108
FUND,Global,0.03,2028,34.43925477
FUND,Global,0.05,2028,27.97190665
FUND,Global,0.025,2028,35.43436296
FUND,Global,0.03,2028,34.76597761
FUND,Global,0.05,2028,27.08101327
FUND,Global,0.025,2028,33.72914435
FUND,Global,0.03,2028,35.86743294
FUND,Global,0.05,2028,25.18709873
FUND,Global,0.025,2028,33.36614912
FUND,Global,0.03,2028,33.49136975
FUND,Global,0.05,2028,26.39265883
FUND,Global,0.025,2028,37.05448547
FUND,Global,0.03,2028,37.41223289
FUND,Global,0.05,2028,26.74086617
FUND,Global,0.025,2028,33.77335073
FUND,Global,0.03,2028,32.97460953
FUND,Global,0.05,2028,29.2213611
FUND,Global,0.025,2028,37.9042248
FUND,Global,0.03,2028,35.12212189
FUND,Global,0.05,2028,25.36869311
FUND,Global,0.025,2028,31.28257527
FUND,Global,0.03,2028,32.91318277
FUND,Global,0.05,2028,27.10513485
FUND,Global,0.025,2028,33.73519443
FUND,Global,0.03,2028,33.94734045
FUND,Global,0.05,2028,27.77128781
FUND,Global,0.025,2028,32.89360697
FUND,Global,0.03,2028,33.16736333
FUND,Global,0.05,2028,28.82659901
FUND,Global,0.025,2028,35.60443161
FUND,Global,0.03,2028,36.57042301
FUND,Global,0.05,2028,27.47257593
FUND,Global,0.025,2028,36.84737374
FUND,Global,0.03,2028,35.24064856
FUND,Global,0.05,2028,29.63785591
FUND,Global,0.025,2028,34.15895915
FUND,Global,0.03,2028,33.20632848
FUND,Global,0.05,2028,30.20956654
FUND,Global,0.025,2028,36.23099051
FUND,Global,0.03,2028,34.98247448
FUND,Global,0.05,2028,26.02467482
FUND,Global,0.025,2028,34.68246273
FUND,Global,0.03,2028,33.87760541
FUND,Global,0.05,2028,28.84955175
FUND,Global,0.025,2029,33.99359406
FUND,Global,0.03,2029,32.2516984
FUND,Global,0.05,2029,29.99684051
FUND,Global,0.025,2029,36.22298922
FUND,Global,0.03,2029,34.32710918
FUND,Global,0.05,2029,28.70987938
FUND,Global,0.025,2029,33.54402878
FUND,Global,0.03,2029,35.97400874
FUND,Global,0.05,2029,29.51674896
FUND,Global,0.025,2029,37.66446703
FUND,Global,0.03,2029,34.36553553
FUND,Global,0.05,2029,30.20116972
FUND,Global,0.025,2029,35.78593134
FUND,Global,0.03,2029,33.47956381
FUND,Global,0.05,2029,25.7905932
FUND,Global,0.025,2029,36.33676564
FUND,Global,0.03,2029,37.78290934
FUND,Global,0.05,2029,30.78604622
FUND,Global,0.025,2029,33.77911882
FUND,Global,0.03,2029,32.35457245
FUND,Global,0.05,2029,28.61149891
FUND,Global,0.025,2029,36.44843366
FUND,Global,0.03,2029,32.823565
FUND,Global,0.05,2029,28.79447369
FUND,Global,0.025,2029,36.60405921
FUND,Global,0.03,2029,30.87795868
FUND,Global,0.05,2029,28.49208394
FUND,Global,0.025,2029,36.08918742
FUND,Global,0.03,2029,36.6931164
FUND,Global,0.05,2029,28.079259
FUND,Global,0.025,2029,36.98146055
FUND,Global,0.03,2029,32.06604227
FUND,Global,0.05,2029,26.02025493
FUND,Global,0.025,2029,31.19313595
FUND,Global,0.03,2029,35.24784394
FUND,Global,0.05,2029,29.89742135
FUND,Global,0.025,2029,34.80223055
FUND,Global,0.03,2029,35.63062898
FUND,Global,0.05,2029,30.90073008
FUND,Global,0.025,2029,36.64781001
FUND,Global,0.03,2029,35.93780215
FUND,Global,0.05,2029,29.48939459
FUND,Global,0.025,2029,33.72753346
FUND,Global,0.03,2029,34.50058095
FUND,Global,0.05,2029,29.47200301
FUND,Global,0.025,2029,34.63012482
FUND,Global,0.03,2029,32.96608562
FUND,Global,0.05,2029,30.07109523
FUND,Global,0.025,2029,33.07974382
FUND,Global,0.03,2029,35.89710145
FUND,Global,0.05,2029,28.20537203
FUND,Global,0.025,2029,35.81289005
FUND,Global,0.03,2029,32.87569706
FUND,Global,0.05,2029,27.24395646
FUND,Global,0.025,2029,35.36726822
FUND,Global,0.03,2029,37.38091118
FUND,Global,0.05,2029,29.42969597
FUND,Global,0.025,2029,37.63951133
FUND,Global,0.03,2029,35.95631891
FUND,Global,0.05,2029,28.77444248
FUND,Global,0.025,2029,36.49456232
FUND,Global,0.03,2029,33.49300961
FUND,Global,0.05,2029,25.29611392
FUND,Global,0.025,2029,35.21038733
FUND,Global,0.03,2029,32.83531822
FUND,Global,0.05,2029,26.09840157
FUND,Global,0.025,2029,36.23237738
FUND,Global,0.03,2029,36.98218177
FUND,Global,0.05,2029,27.84615682
FUND,Global,0.025,2029,35.76839493
FUND,Global,0.03,2029,32.68381903
FUND,Global,0.05,2029,29.14517275
FUND,Global,0.025,2029,33.3789969
FUND,Global,0.03,2029,33.87397652
FUND,Global,0.05,2029,24.63137673
FUND,Global,0.025,2029,36.18198476
FUND,Global,0.03,2029,34.22647018
FUND,Global,0.05,2029,30.12125933
FUND,Global,0.025,2029,32.45611247
FUND,Global,0.03,2029,36.23362404
FUND,Global,0.05,2029,26.71407314
FUND,Global,0.025,2029,37.30935285
FUND,Global,0.03,2029,34.9172343
FUND,Global,0.05,2029,28.24826683
FUND,Global,0.025,2029,33.56732118
FUND,Global,0.03,2029,32.27106235
FUND,Global,0.05,2029,30.10609435
FUND,Global,0.025,2029,35.73022061
FUND,Global,0.03,2029,34.292817
FUND,Global,0.05,2029,28.50928209
FUND,Global,0.025,2029,34.2381082
FUND,Global,0.03,2029,34.01712956
FUND,Global,0.05,2029,25.95483661
FUND,Global,0.025,2029,32.86091708
FUND,Global,0.03,2029,34.41613011
FUND,Global,0.05,2029,28.24570962
FUND,Global,0.025,2029,32.02538034
FUND,Global,0.03,2029,35.90463979
FUND,Global,0.05,2029,28.95179458
FUND,Global,0.025,2029,34.69064287
FUND,Global,0.03,2029,34.38841128
FUND,Global,0.05,2029,28.91305276
FUND,Global,0.025,2029,32.5875786
FUND,Global,0.03,2029,34.36168301
FUND,Global,0.05,2029,28.36294796
FUND,Global,0.025,2029,32.87816797
FUND,Global,0.03,2029,35.51793537
FUND,Global,0.05,2029,30.58858654
FUND,Global,0.025,2029,34.21097697
FUND,Global,0.03,2029,36.22391678
FUND,Global,0.05,2029,28.88706024
FUND,Global,0.025,2029,35.78709534
FUND,Global,0.03,2029,34.11566651
FUND,Global,0.05,2029,26.7817882
FUND,Global,0.025,2029,36.25827128
FUND,Global,0.03,2029,31.75480968
FUND,Global,0.05,2029,28.40141994
FUND,Global,0.025,2029,36.75150012
FUND,Global,0.03,2029,34.85739411
FUND,Global,0.05,2029,27.18784064
FUND,Global,0.025,2029,34.71267582
FUND,Global,0.03,2029,33.54833185
FUND,Global,0.05,2029,27.67949229
FUND,Global,0.025,2029,35.38543531
FUND,Global,0.03,2029,34.28362459
FUND,Global,0.05,2029,23.76117863
FUND,Global,0.025,2029,36.58082198
FUND,Global,0.03,2029,37.7555537
FUND,Global,0.05,2029,27.9775049
FUND,Global,0.025,2029,37.22733263
FUND,Global,0.03,2029,34.87817655
FUND,Global,0.05,2029,28.28416754
FUND,Global,0.025,2029,35.72026491
FUND,Global,0.03,2029,32.09343606
FUND,Global,0.05,2029,27.34042455
FUND,Global,0.025,2029,35.92465376
FUND,Global,0.03,2029,36.4132662
FUND,Global,0.05,2029,28.12702924
FUND,Global,0.025,2029,31.12171791
FUND,Global,0.03,2029,36.42338984
FUND,Global,0.05,2029,28.69056995
FUND,Global,0.025,2029,33.23062621
FUND,Global,0.03,2029,37.73070038
FUND,Global,0.05,2029,27.82746654
FUND,Global,0.025,2029,35.9361049
FUND,Global,0.03,2029,35.43536172
FUND,Global,0.05,2029,30.43029152
FUND,Global,0.025,2029,31.5353666
FUND,Global,0.03,2029,33.44275162
FUND,Global,0.05,2029,26.68936381
FUND,Global,0.025,2029,35.53328232
FUND,Global,0.03,2029,33.32117112
FUND,Global,0.05,2029,27.49852853
FUND,Global,0.025,2029,37.41407425
FUND,Global,0.03,2029,33.12437031
FUND,Global,0.05,2029,28.74291937
FUND,Global,0.025,2029,39.12465695
FUND,Global,0.03,2029,32.99986695
FUND,Global,0.05,2029,29.53508217
FUND,Global,0.025,2029,33.95536584
FUND,Global,0.03,2029,32.46528828
FUND,Global,0.05,2029,28.50581009
FUND,Global,0.025,2029,33.39539884
FUND,Global,0.03,2029,36.40468033
FUND,Global,0.05,2029,28.43120283
FUND,Global,0.025,2029,35.29444344
FUND,Global,0.03,2029,36.39700733
FUND,Global,0.05,2029,29.13078607
FUND,Global,0.025,2029,38.89059098
FUND,Global,0.03,2029,31.73154266
FUND,Global,0.05,2029,30.83346418
FUND,Global,0.025,2029,35.75144327
FUND,Global,0.03,2029,31.05114175
FUND,Global,0.05,2029,25.37773062
FUND,Global,0.025,2029,38.23944905
FUND,Global,0.03,2029,35.44064536
FUND,Global,0.05,2029,30.97668503
FUND,Global,0.025,2029,37.7172215
FUND,Global,0.03,2029,32.51425582
FUND,Global,0.05,2029,29.37527433
FUND,Global,0.025,2029,35.76694128
FUND,Global,0.03,2029,36.60689977
FUND,Global,0.05,2029,29.8293965
FUND,Global,0.025,2029,34.70374106
FUND,Global,0.03,2029,31.26874415
FUND,Global,0.05,2029,28.49760436
FUND,Global,0.025,2029,36.71040174
FUND,Global,0.03,2029,35.79093222
FUND,Global,0.05,2029,29.77124636
FUND,Global,0.025,2029,35.0674775
FUND,Global,0.03,2029,34.07024867
FUND,Global,0.05,2029,28.56018204
FUND,Global,0.025,2029,34.59952287
FUND,Global,0.03,2029,35.90316395
FUND,Global,0.05,2029,27.49927302
FUND,Global,0.025,2029,33.16316239
FUND,Global,0.03,2029,35.32726489
FUND,Global,0.05,2029,27.69949657
FUND,Global,0.025,2029,40.07987103
FUND,Global,0.03,2029,32.56648795
FUND,Global,0.05,2029,28.79758271
FUND,Global,0.025,2029,32.95906997
FUND,Global,0.03,2029,34.93927541
FUND,Global,0.05,2029,26.66770246
FUND,Global,0.025,2029,36.03389521
FUND,Global,0.03,2029,36.45718321
FUND,Global,0.05,2029,28.88426113
FUND,Global,0.025,2029,37.64083104
FUND,Global,0.03,2029,38.19813535
FUND,Global,0.05,2029,28.21491288
FUND,Global,0.025,2029,37.98645825
FUND,Global,0.03,2029,32.76408196
FUND,Global,0.05,2029,26.91237257
FUND,Global,0.025,2029,37.16246372
FUND,Global,0.03,2029,32.56979501
FUND,Global,0.05,2029,27.20673488
FUND,Global,0.025,2029,35.56321714
FUND,Global,0.03,2029,33.91178005
FUND,Global,0.05,2029,27.86214652
FUND,Global,0.025,2029,34.10274487
FUND,Global,0.03,2029,36.51488723
FUND,Global,0.05,2029,27.684428
FUND,Global,0.025,2029,33.24371653
FUND,Global,0.03,2029,33.81323293
FUND,Global,0.05,2029,29.57045694
FUND,Global,0.025,2029,36.56172589
FUND,Global,0.03,2029,39.26541245
FUND,Global,0.05,2029,26.26613223
FUND,Global,0.025,2029,33.21942223
FUND,Global,0.03,2029,37.83983444
FUND,Global,0.05,2029,27.14841711
FUND,Global,0.025,2029,34.65997452
FUND,Global,0.03,2029,32.74573899
FUND,Global,0.05,2029,28.38760645
FUND,Global,0.025,2029,38.5289812
FUND,Global,0.03,2029,35.74042778
FUND,Global,0.05,2029,27.87994121
FUND,Global,0.025,2029,38.42645071
FUND,Global,0.03,2029,38.75625352
FUND,Global,0.05,2029,28.30723722
FUND,Global,0.025,2029,37.34043257
FUND,Global,0.03,2029,32.87111388
FUND,Global,0.05,2029,26.62058048
FUND,Global,0.025,2029,33.5865774
FUND,Global,0.03,2029,36.40043702
FUND,Global,0.05,2029,29.89963616
FUND,Global,0.025,2029,38.03050489
FUND,Global,0.03,2029,34.58945973
FUND,Global,0.05,2029,27.22455235
FUND,Global,0.025,2029,37.5429198
FUND,Global,0.03,2029,32.65865829
FUND,Global,0.05,2029,24.99336858
FUND,Global,0.025,2029,36.83729827
FUND,Global,0.03,2029,33.25786768
FUND,Global,0.05,2029,27.32936112
FUND,Global,0.025,2029,32.8669819
FUND,Global,0.03,2029,35.44912702
FUND,Global,0.05,2029,30.89284278
FUND,Global,0.025,2029,36.6999839
FUND,Global,0.03,2029,37.61409801
FUND,Global,0.05,2029,27.90206697
FUND,Global,0.025,2029,36.25219118
FUND,Global,0.03,2029,35.13910967
FUND,Global,0.05,2029,29.10563496
FUND,Global,0.025,2029,31.31099523
FUND,Global,0.03,2029,35.81032623
FUND,Global,0.05,2029,27.89433808
FUND,Global,0.025,2029,34.61147258
FUND,Global,0.03,2029,32.83410944
FUND,Global,0.05,2029,27.75137544
FUND,Global,0.025,2029,43.20644188
FUND,Global,0.03,2029,36.66183064
FUND,Global,0.05,2029,27.79567381
FUND,Global,0.025,2029,34.74761514
FUND,Global,0.03,2029,37.3735701
FUND,Global,0.05,2029,28.92539506
FUND,Global,0.025,2029,34.52043777
FUND,Global,0.03,2029,32.67218167
FUND,Global,0.05,2029,29.7009183
FUND,Global,0.025,2029,35.52083736
FUND,Global,0.03,2029,36.92942853
